canonical_key,display_name,state_at_creation,established_year,closed_year,is_active,origin_kind,census_years_present,first_census_year,last_census_year,max_area_km2,min_area_km2,area_change_km2,area_km2_1951,area_km2_1961,area_km2_1971,area_km2_1981,area_km2_1991,area_km2_2001,area_km2_2011,area_km2_2021,area_km2_2025
IND-000493,Dibang Valley,Arunachal Pradesh,1981,2011.0,False,NEW,3,1981,2001,13498.610665069995,13498.574694867002,0.03597020299275755,,,,13498.610665069995,13498.574694867002,13498.574694867002,,,
IND-001037,Dibang Valley,Arunachal Pradesh,2011,,True,NEW,3,2011,2025,9612.272268041319,9324.530267873155,287.74200016816394,,,,,,,9324.530267873155,9612.272268041319,9576.989843633432
IND-000489,East Kameng,Arunachal Pradesh,1981,2021.0,False,NEW,4,1981,2011,6499.79244111151,6271.930830742653,227.86161036885733,,,,6271.9410720056485,6271.930830742653,6271.930830742653,6499.79244111151,,
IND-001141,East Kameng,Arunachal Pradesh,2021,,True,NEW,2,2021,2025,4410.349157229893,4356.024837125844,54.32432010404864,,,,,,,,4356.024837125844,4410.349157229893
IND-000492,East Siang,Arunachal Pradesh,1981,2001.0,False,NEW,2,1981,1991,10378.621326653882,10378.618912901415,0.0024137524669640698,,,,10378.618912901415,10378.621326653882,,,,
IND-000778,East Siang,Arunachal Pradesh,2001,2011.0,False,NEW,1,2001,2001,3523.8294074093246,3523.8294074093246,0.0,,,,,,3523.8294074093246,,,
IND-001034,East Siang,Arunachal Pradesh,2011,2021.0,False,NEW,1,2011,2011,3789.2943149938,3789.2943149938,0.0,,,,,,,3789.2943149938,,
IND-001137,East Siang,Arunachal Pradesh,2021,,True,NEW,2,2021,2025,1680.0097817023045,1637.454895354874,42.55488634743051,,,,,,,,1637.454895354874,1680.0097817023045
IND-001151,Kamle,Arunachal Pradesh,2021,,True,NEW,2,2021,2025,1378.9553460666025,1305.6665194586822,73.28882660792033,,,,,,,,1305.6665194586822,1378.9553460666025
IND-001142,Kra Daadi,Arunachal Pradesh,2021,2025.0,False,NEW,1,2021,2021,2201.6740463214437,2201.6740463214437,0.0,,,,,,,,2201.6740463214437,
IND-001364,Kra Daadi,Arunachal Pradesh,2025,,True,NEW,1,2025,2025,1760.2599755762333,1760.2599755762333,0.0,,,,,,,,,1760.2599755762333
IND-001036,Kurung Kumey,Arunachal Pradesh,2011,2021.0,False,NEW,1,2011,2011,7082.750321792326,7082.750321792326,0.0,,,,,,,7082.750321792326,,
IND-001139,Kurung Kumey,Arunachal Pradesh,2021,,True,NEW,2,2021,2025,4444.151585521558,4300.839635252645,143.31195026891328,,,,,,,,4300.839635252645,4444.151585521558
IND-001150,Lepa Rada,Arunachal Pradesh,2021,,True,NEW,2,2021,2025,836.8119782633613,766.6587708036816,70.15320745967972,,,,,,,,836.8119782633613,766.6587708036816
